,Titulo,Enlace URL
102,Francia planea prohibir cigarrillos electrónicos desechables por aumento de fumadores,https://www.larepublica.co/globoeconomia/francia-planea-prohibir-cigarrillos-electronicos-desechables-por-aumento-de-fumadores-3695037
105,El status quo no es el camino,https://www.larepublica.co/analisis/p-harold-castilla-devoz-2912463/el-status-quo-no-es-el-camino-3694339
106,P. Harold Castilla Devoz,https://www.larepublica.co/analisis/p-harold-castilla-devoz-2912463
108,¿El mercado conoce o sabe más?,https://www.larepublica.co/analisis/carlos-fernando-villa-gomez-400403/el-mercado-conoce-o-sabe-mas-3694296
109,Carlos Fernando Villa Gómez,https://www.larepublica.co/analisis/carlos-fernando-villa-gomez-400403
110,VER OTROS ANALISTAS,https://www.larepublica.co/analisis
112,Energía,https://www.larepublica.co/economia/precio-de-la-gasolina-corriente-para-septiembre-de-2023-3694758
113,"Haga cuentas, la gasolina en septiembre subió otros $400 a un promedio de $13.564",https://www.larepublica.co/economia/precio-de-la-gasolina-corriente-para-septiembre-de-2023-3694758
115,Transporte,https://www.larepublica.co/economia/petro-planteo-pagar-en-la-factura-de-la-luz-una-cuota-para-usar-el-transporte-publico-3694934
116,Petro planteó pagar en la factura de la luz una cuota para usar el transporte público,https://www.larepublica.co/economia/petro-planteo-pagar-en-la-factura-de-la-luz-una-cuota-para-usar-el-transporte-publico-3694934
118,Bolsas,https://www.larepublica.co/finanzas/la-presidenta-de-corficolombiana-maria-lorena-gutierrez-hablo-sobre-a-fusion-de-las-bolsas-3694162
119,"""Este año invertiremos más de $1,4 billones, para generar más de 30.000 empleos""",https://www.larepublica.co/finanzas/la-presidenta-de-corficolombiana-maria-lorena-gutierrez-hablo-sobre-a-fusion-de-las-bolsas-3694162
121,Agro,https://www.larepublica.co/finanzas/angela-maria-penagos-presidenta-de-finagro-entrego-un-balance-de-su-gestion-3694136
122,"""Somos una de las entidades que ha tenido una mejor ejecución de los presupuestos""",https://www.larepublica.co/finanzas/angela-maria-penagos-presidenta-de-finagro-entrego-un-balance-de-su-gestion-3694136
123,India,https://www.larepublica.co/globoeconomia/despues-de-la-luna-india-lanza-un-cohete-para-estudiar-el-sol-en-su-primera-mision-3694985
124,"Después de la Luna, India lanza un cohete para estudiar el Sol en su primera misión",https://www.larepublica.co/globoeconomia/despues-de-la-luna-india-lanza-un-cohete-para-estudiar-el-sol-en-su-primera-mision-3694985
125,Empresas,https://www.larepublica.co/empresas/carros-mas-vendidos-en-agosto-3694431
126,Renault con la Duster y Toyota con Corolla son los carros más vendidos hasta agosto,https://www.larepublica.co/empresas/carros-mas-vendidos-en-agosto-3694431
127,Agro,https://www.agronegocios.co/tecnologia/entrevista-con-ricardo-jaramillo-ceo-de-agrilink-3694138
128,“En Expo Agrofuturo esperamos negocios por $300.000 millones durante tres días”,https://www.agronegocios.co/tecnologia/entrevista-con-ricardo-jaramillo-ceo-de-agrilink-3694138
129,INDICADORES,https://www.larepublica.co/indicadores-economicos
130,TRM HOY,https://www.larepublica.co/indicadores-economicos/mercado-cambiario/dolar
131,PETRÓLEO WTI,https://www.larepublica.co/indicadores-economicos/commodities/petroleo
132,PETRÓLEO BRENT,https://www.larepublica.co/indicadores-economicos/commodities/petroleo
133,CAFÉ COLOMBIAN MILDS,https://www.larepublica.co/indicadores-economicos/commodities/cafe
134,UVR,https://www.larepublica.co/indicadores-economicos/bancos/uvr
135,TASA DE USURA CRÉDITO CONSUMO,https://www.larepublica.co/indicadores-economicos/bancos/tasa-de-usura
136,IPC MENSUAL,https://www.larepublica.co/indicadores-economicos/macro/ipc
137,IPP MENSUAL,https://www.larepublica.co/indicadores-economicos/macro/ipp
138,PIB,https://www.larepublica.co/indicadores-economicos/macro/pib
139,MÁS INDICADORES,https://www.larepublica.co/indicadores-economicos
140,ACCIONES,https://www.larepublica.co/indicadores-economicos/movimiento-accionario
141,"LA MÁS TRANSADA

CEMARGOS
01/09/2023



$ 3.080



+$ 178",https://www.larepublica.co/indicadores-economicos/movimiento-accionario/cemargos
142,"LA MÁS VALORADA

CEMARGOS
01/09/2023



$ 3.080



+$ 178",https://www.larepublica.co/indicadores-economicos/movimiento-accionario/cemargos
143,"MÁS DESVALORIZADA

PFAVAL
01/09/2023



$ 475,10



-$ 34,90",https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfaval
144,MÁS ACCIONES,https://www.larepublica.co/indicadores-economicos/movimiento-accionario
146,Hacienda,https://www.larepublica.co/economia/la-reforma-laboral-de-petro-plantea-cambios-en-politica-de-formalizacion-de-migrantes-3694477
147,La reforma laboral de Petro plantea cambios en política de formalización de migrantes,https://www.larepublica.co/economia/la-reforma-laboral-de-petro-plantea-cambios-en-politica-de-formalizacion-de-migrantes-3694477
149,Hacienda,https://www.larepublica.co/economia/ministerio-de-transporte-prepara-propuesta-para-poder-congelar-el-acpm-en-2024-3694448
150,Ministerio de Transporte prepara propuesta para congelar el precio del Acpm en 2024,https://www.larepublica.co/economia/ministerio-de-transporte-prepara-propuesta-para-poder-congelar-el-acpm-en-2024-3694448
151,Comercio,https://www.larepublica.co/empresas/entrevista-a-julian-dominguez-presidente-de-confecamaras-3694137
152,"""Un plan de reactivación debería tener su foco en la construcción, las obras y las vías""",https://www.larepublica.co/empresas/entrevista-a-julian-dominguez-presidente-de-confecamaras-3694137
153,Hacienda,https://www.larepublica.co/economia/la-junta-del-emisor-tiene-consenso-sobre-el-rumbo-y-el-momento-para-recortar-tasas-3694529
154,“La Junta del Emisor tiene consenso sobre el rumbo y el momento para recortar tasas”,https://www.larepublica.co/economia/la-junta-del-emisor-tiene-consenso-sobre-el-rumbo-y-el-momento-para-recortar-tasas-3694529
155,Comunicaciones,https://www.larepublica.co/globoeconomia/paises-de-america-latina-en-los-que-opera-la-red-5g-3694459
156,Esta es la lista de países de América Latina que están liderando la carrera por el 5G,https://www.larepublica.co/globoeconomia/paises-de-america-latina-en-los-que-opera-la-red-5g-3694459
158,"La liposucción y el bótox, los procedimientos más demandados durante el último año",https://www.larepublica.co/ocio/cuales-son-los-procedimientos-plasticos-y-esteticos-mas-demandados-en-el-mundo-3693883
159,ENERGÍA,https://www.larepublica.co/economia/compensacion-a-taxis-podria-costar-al-gobierno-hasta-25-000-millones-mensuales-3694405
160,Compensación a taxis podría costar al Gobierno hasta $25.000 millones mensuales,https://www.larepublica.co/economia/compensacion-a-taxis-podria-costar-al-gobierno-hasta-25-000-millones-mensuales-3694405
161,Hacienda,https://www.larepublica.co/economia/dian-reporto-un-crecimiento-de-11-6-en-el-valor-de-aprehensiones-para-el-ano-3694290
162,"Dian reportó un crecimiento de 11,6% en el valor de aprehensiones para 2023",https://www.larepublica.co/economia/dian-reporto-un-crecimiento-de-11-6-en-el-valor-de-aprehensiones-para-el-ano-3694290
164,“Esperamos en 2024 lograr la apertura del mercado chino con nuestra carne bovina”,https://www.larepublica.co/inside/video/juan-fernando-roa-3693752
165,Juan Fernando Roa,https://www.larepublica.co/inside/video/juan-fernando-roa-3693752
167,"""La realidad es que en un día típico Bogotá se mueve aproximadamente a 23 km por hora""",https://www.larepublica.co/inside/video/deyanira-avila-3692713
168,Deyanira Ávila,https://www.larepublica.co/inside/video/deyanira-avila-3692713
170,“Vemos nuestra expansión con las mini bodegas en territorios como Ecuador y Perú”,https://www.larepublica.co/inside/video/luis-aurelio-diaz-3692705
171,Luis Aurelio Díaz,https://www.larepublica.co/inside/video/luis-aurelio-diaz-3692705
173,MÁS INSIDES,/inside
174,ECONOMÍA,https://www.larepublica.co/economia
176,Industria,https://www.larepublica.co/economia/indice-de-gestion-de-compras-del-sector-industrial-retrocedio-a-46-8-puntos-en-agosto-3694501
177,"Índice de Gestión de Compras del sector industrial retrocedió a 46,8 puntos en agosto",https://www.larepublica.co/economia/indice-de-gestion-de-compras-del-sector-industrial-retrocedio-a-46-8-puntos-en-agosto-3694501
179,Ambiente,https://www.larepublica.co/economia/particulas-contaminantes-encontradas-en-el-aire-de-cartagena-por-auditoria-de-epa-3695044
180,Partículas contaminantes encontradas en el aire de Cartagena por auditoría de EPA,https://www.larepublica.co/economia/particulas-contaminantes-encontradas-en-el-aire-de-cartagena-por-auditoria-de-epa-3695044
181,Hacienda,https://www.larepublica.co/economia/dnp-anuncia-capacitaciones-a-servidores-publicos-y-contratistas-en-aplicativos-3694350
182,DNP anuncia capacitaciones a servidores públicos y contratistas en aplicativos,https://www.larepublica.co/economia/dnp-anuncia-capacitaciones-a-servidores-publicos-y-contratistas-en-aplicativos-3694350
183,Transporte,https://www.larepublica.co/economia/puente-metalico-sera-habilitado-luego-de-emergencia-en-norte-de-santander-3694257
184,Puente metálico será habilitado luego de emergencia en Norte de Santander,https://www.larepublica.co/economia/puente-metalico-sera-habilitado-luego-de-emergencia-en-norte-de-santander-3694257
185,ECOPETROL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/ecopetrol
186,MÁS ECONOMÍA,https://www.larepublica.co/economia
187,Videos,https://www.larepublica.co/videos
189,Comment LR,https://www.larepublica.co/videos/comment-lr
190,Moda,https://www.larepublica.co/ocio/como-lucir-la-barba-en-la-oficina-y-no-verse-desarreglado-3693166
191,Cómo lucir una barba hidratada y saludable en la oficina para no verse desarreglado,https://www.larepublica.co/ocio/como-lucir-la-barba-en-la-oficina-y-no-verse-desarreglado-3693166
193,Transmisión en vivo,https://www.larepublica.co/videos/transmision-en-vivo
194,Hacienda,https://www.larepublica.co/economia/foro-con-el-alcalde-de-bucaramanga-juan-carlos-cardenas-3693164
195,"“No es solamente generar empleo, sino que sea de calidad, la formalidad es rentable”",https://www.larepublica.co/economia/foro-con-el-alcalde-de-bucaramanga-juan-carlos-cardenas-3693164
197,Datos Cocteleros,https://www.larepublica.co/videos/datos-cocteleros
198,Gastronomía,https://www.larepublica.co/ocio/datos-cocteleros-bandeja-paisa-ajiaco-cocido-boyacense-3690184
199,"El origen de la bandeja paisa, el ajiaco y el cocido boyacense en los Datos Cocteleros",https://www.larepublica.co/ocio/datos-cocteleros-bandeja-paisa-ajiaco-cocido-boyacense-3690184
201,Comment LR,https://www.larepublica.co/videos/comment-lr
202,Hacienda,https://www.larepublica.co/economia/el-departamento-para-la-prosperidad-social-tiene-mas-presupuesto-que-15-ministerios-3691019
203,El Departamento para la Prosperidad Social tiene más presupuesto que 15 ministerios,https://www.larepublica.co/economia/el-departamento-para-la-prosperidad-social-tiene-mas-presupuesto-que-15-ministerios-3691019
205,Comment LR,https://www.larepublica.co/videos/comment-lr
206,Energía,https://www.larepublica.co/economia/los-impuestos-del-precio-del-galon-de-gasolina-corriente-son-al-menos-20-del-total-3689890
207,Los impuestos del precio del galón de gasolina corriente son al menos 20% del total,https://www.larepublica.co/economia/los-impuestos-del-precio-del-galon-de-gasolina-corriente-son-al-menos-20-del-total-3689890
208,MÁS VIDEOS,https://www.larepublica.co/videos
209,EMPRESAS,https://www.larepublica.co/empresas
211,Energía,https://www.larepublica.co/empresas/cerro-matoso-pidio-al-gobierno-medidas-para-evitar-racionamiento-de-gas-en-el-caribe-3693984
212,Cerro Matoso pidió al Gobierno medidas para evitar racionamiento de gas en el Caribe,https://www.larepublica.co/empresas/cerro-matoso-pidio-al-gobierno-medidas-para-evitar-racionamiento-de-gas-en-el-caribe-3693984
213,Industria,https://www.larepublica.co/empresas/tras-alianza-con-la-universidad-pontificia-bolivariana-wingo-presenta-nuevos-uniformes-3695057
214,"Tras alianza con la Universidad Pontificia Bolivariana, Wingo renueva su imagen en cabina",https://www.larepublica.co/empresas/tras-alianza-con-la-universidad-pontificia-bolivariana-wingo-presenta-nuevos-uniformes-3695057
216,Perú,https://www.larepublica.co/empresas/reebok-invertira-hasta-us-1-2-millones-en-tiendas-propias-como-expansion-en-peru-3694952
217,Reebok invertirá hasta US$1.2 millones en tiendas propias como expansión en Perú,https://www.larepublica.co/empresas/reebok-invertira-hasta-us-1-2-millones-en-tiendas-propias-como-expansion-en-peru-3694952
219,Automotor,https://www.larepublica.co/empresas/yamaha-akt-y-bajaj-son-las-marcas-que-jalonan-el-mercado-de-motos-3694423
220,"Yamaha, AKT y Bajaj jalonan el mercado de motos con recuperación de 5% en agosto",https://www.larepublica.co/empresas/yamaha-akt-y-bajaj-son-las-marcas-que-jalonan-el-mercado-de-motos-3694423
222,Transporte,https://www.larepublica.co/empresas/vuelos-hacia-villavicencio-clic-3694124
223,Clic anunció que aumentará la frecuencia diaria de vuelos con destino a Villavicencio,https://www.larepublica.co/empresas/vuelos-hacia-villavicencio-clic-3694124
225,MÁS EMPRESAS,https://www.larepublica.co/empresas
226,MÁS OBITUARIOS,/obituarios
227,BCOLOMBIA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/bcolombia
228,BOGOTA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/bogota
229,BVC,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/bvc
230,CELSIA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/celsia
231,CEMARGOS,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/cemargos
232,CNEC,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/cnec
233,CONCONCRET,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/conconcret
234,CORFICOLCF,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/corficolcf
235,ECOPETROL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/ecopetrol
236,ENKA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/enka
237,ETB,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/etb
238,EXITO,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/exito
239,GEB,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/geb
240,GRUBOLIVAR,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/grubolivar
241,GRUPOARGOS,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/grupoargos
242,GRUPOAVAL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/grupoaval
243,GRUPOSURA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/gruposura
244,HCOLSEL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/hcolsel
245,ICOLCAP,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/icolcap
246,ISA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/isa
247,MINEROS,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/mineros
248,NUTRESA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/nutresa
249,PFAVAL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfaval
250,PFBCOLOM,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfbcolom
251,PFCEMARGOS,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfcemargos
252,PFCORFICOL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfcorficol
253,PFDAVVNDA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfdavvnda
254,PFGRUPOARG,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfgrupoarg
255,PFGRUPSURA,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/pfgrupsura
256,PROMIGAS,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/promigas
257,PROTECCION,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/proteccion
258,TERPEL,https://www.larepublica.co/indicadores-economicos/movimiento-accionario/terpel
259,MÁS ACCIONES,https://www.larepublica.co/indicadores-economicos/movimiento-accionario
260,GLOBOECONOMÍA,https://www.larepublica.co/globoeconomia
262,Chile,https://www.larepublica.co/globoeconomia/falabella-vendera-activos-por-hasta-us-400-millones-y-dice-poder-reducir-mas-deuda-3693878
263,Falabella venderá activos por hasta US$400 millones y dice poder reducir más deuda,https://www.larepublica.co/globoeconomia/falabella-vendera-activos-por-hasta-us-400-millones-y-dice-poder-reducir-mas-deuda-3693878
264,México,https://www.larepublica.co/globoeconomia/autoridades-mexicanas-y-aerolineas-chocan-por-reduccion-de-operaciones-en-el-aicm-3693964
265,Autoridades mexicanas y aerolíneas chocan por reducción de operaciones en el Aicm,https://www.larepublica.co/globoeconomia/autoridades-mexicanas-y-aerolineas-chocan-por-reduccion-de-operaciones-en-el-aicm-3693964
266,Perú,https://www.larepublica.co/globoeconomia/inflacion-de-lima-metropolitana-se-ubica-en-5-5-en-agosto-con-tendencia-a-la-baja-3693968
267,"Inflación de Lima Metropolitana se ubica en 5,5% en agosto con tendencia a la baja",https://www.larepublica.co/globoeconomia/inflacion-de-lima-metropolitana-se-ubica-en-5-5-en-agosto-con-tendencia-a-la-baja-3693968
268,Venezuela,https://www.larepublica.co/globoeconomia/intermitencia-en-suministro-de-gas-en-venezuela-una-falla-sin-resolverse-3693790
269,"La intermitencia en suministro de gas en Venezuela, una falla sin resolverse",https://www.larepublica.co/globoeconomia/intermitencia-en-suministro-de-gas-en-venezuela-una-falla-sin-resolverse-3693790
270,España,https://www.larepublica.co/globoeconomia/la-vicepresidenta-calvino-no-descarta-prolongar-el-impuesto-extraordinario-a-la-banca-3693605
271,La vicepresidenta Calviño no descarta prolongar el impuesto extra a la banca,https://www.larepublica.co/globoeconomia/la-vicepresidenta-calvino-no-descarta-prolongar-el-impuesto-extraordinario-a-la-banca-3693605
272,Argentina,https://www.larepublica.co/globoeconomia/operadoras-argentinas-solicitan-modificar-condiciones-de-subasta-para-despliegue-5g-3693081
273,Operadoras argentinas solicitan modificar condiciones de subasta para despliegue 5G,https://www.larepublica.co/globoeconomia/operadoras-argentinas-solicitan-modificar-condiciones-de-subasta-para-despliegue-5g-3693081
274,Hacienda,https://www.larepublica.co/globoeconomia/inflacion-de-agosto-en-la-eurozona-3692769
275,"Costo de la energía cae en la Eurozona e inflación se mantiene en 5,3% en agosto",https://www.larepublica.co/globoeconomia/inflacion-de-agosto-en-la-eurozona-3692769
276,MÁS GLOBOECONOMÍA,https://www.larepublica.co/globoeconomia
279,Comercio,https://www.asuntoslegales.com.co/consumidor/hemos-quedado-nueve-veces-en-el-ranking-de-chambers-and-partners-en-la-banda-1-3694311
280,“Hemos quedado nueve veces en el ranking de Chambers and Partners en la Banda 1”,https://www.asuntoslegales.com.co/consumidor/hemos-quedado-nueve-veces-en-el-ranking-de-chambers-and-partners-en-la-banda-1-3694311
281,Judicial,https://www.asuntoslegales.com.co/actualidad/miguel-maza-investigado-por-el-homicidio-del-excandidato-presidencial-carlos-pizarro-3694000
282,"Miguel Maza, investigado por el homicidio del excandidato presidencial Carlos Pizarro",https://www.asuntoslegales.com.co/actualidad/miguel-maza-investigado-por-el-homicidio-del-excandidato-presidencial-carlos-pizarro-3694000
284,Judicial,https://www.asuntoslegales.com.co/actualidad/la-procuraduria-inicio-vigilancia-sobre-el-proceso-de-desvinculacion-en-colpensiones-3694240
285,La Procuraduría inició vigilancia sobre el proceso de desvinculación en Colpensiones,https://www.asuntoslegales.com.co/actualidad/la-procuraduria-inicio-vigilancia-sobre-el-proceso-de-desvinculacion-en-colpensiones-3694240
287,MÁS ASUNTOS LEGALES,https://www.asuntoslegales.com.co
288,VER DETALLE,https://www.larepublica.co/antes-y-ahora
289,FINANZAS,https://www.larepublica.co/finanzas
291,Bancos,https://www.larepublica.co/finanzas/estos-son-los-precios-de-los-avances-en-tarjetas-de-credito-3693973
292,¿Cuáles son los bancos que más cobran por realizar avances con la tarjeta de crédito?,https://www.larepublica.co/finanzas/estos-son-los-precios-de-los-avances-en-tarjetas-de-credito-3693973
294,Bancos,https://www.larepublica.co/finanzas/finanzauto-obtiene-financiacion-por-us-55-millones-de-la-dfc-por-plazo-de-siete-anos-3694674
295,Finanzauto obtiene financiación por US$55 millones de la DFC por plazo de siete años,https://www.larepublica.co/finanzas/finanzauto-obtiene-financiacion-por-us-55-millones-de-la-dfc-por-plazo-de-siete-anos-3694674
296,Bancos,https://www.larepublica.co/finanzas/asamblea-extraordinaria-scotiabank-colpratria-aprobo-cambios-en-su-junta-directiva-3694518
297,Asamblea Extraordinaria Scotiabank Colpratria aprobó cambios en su junta directiva,https://www.larepublica.co/finanzas/asamblea-extraordinaria-scotiabank-colpratria-aprobo-cambios-en-su-junta-directiva-3694518
298,Bolsas,https://www.larepublica.co/finanzas/para-andres-restrepo-el-mercado-de-capitales-ha-mostrado-valor-pese-a-las-dificultades-3694227
299,"Para Andrés Restrepo, el mercado de capitales ha mostrado valor pese a las dificultades",https://www.larepublica.co/finanzas/para-andres-restrepo-el-mercado-de-capitales-ha-mostrado-valor-pese-a-las-dificultades-3694227
300,Laboral,https://www.larepublica.co/finanzas/porvenir-estima-cerrar-el-ano-con-un-crecimiento-de-29-en-solicitudes-de-pension-3693894
301,"Porvenir espera recibir 80.000 procesos solicitudes de pensión, 29% más que en 2022",https://www.larepublica.co/finanzas/porvenir-estima-cerrar-el-ano-con-un-crecimiento-de-29-en-solicitudes-de-pension-3693894
302,Bolsas,https://www.larepublica.co/finanzas/estos-son-los-16-miembro-del-consejo-directivo-de-holding-regional-3694099
